Title,Genres,Plot,Rating,Released_Year
Almost Famous,"['Adventure', 'Comedy', 'Drama']",A high-school boy is given the chance to write a story for Rolling Stone Magazine about an up-and-coming rock band as he accompanies them on their concert tour.,7.9,2000.0
Mulholland Dr.,"['Drama', 'Mystery', 'Thriller']","After a car wreck on the winding Mulholland Drive renders a woman amnesiac, she and a perky Hollywood-hopeful search for clues and answers across Los Angeles in a twisting venture beyond dreams and reality.",7.9,2001.0
Toy Story 2,"['Animation', 'Adventure', 'Comedy']","When Woody is stolen by a toy collector, Buzz and his friends set out on a rescue mission to save Woody before he becomes a museum toy property with his roundup gang Jessie, Prospector, and Bullseye.",7.9,1999.0
Boogie Nights,['Drama'],"Back when sex was safe, pleasure was a business and business was booming, an idealistic porn producer aspires to elevate his craft to an art when he discovers a hot young talent.",7.9,1997.0
Mimi wo sumaseba,"['Animation', 'Drama', 'Family']","A love story between a girl who loves reading books, and a boy who has previously checked out all of the library books she chooses.",7.9,1995.0
Once Were Warriors,"['Crime', 'Drama']",A family descended from Maori warriors is bedeviled by a violent father and the societal problems of being treated as outcasts.,7.9,1994.0
True Romance,"['Crime', 'Drama', 'Romance']","In Detroit, a lonely pop culture geek marries a call girl, steals cocaine from her pimp, and tries to sell it in Hollywood. Meanwhile, the owners of the cocaine, the Mob, track them down in an attempt to reclaim it.",7.9,1993.0
Trois couleurs: Bleu,"['Drama', 'Music', 'Mystery']",A woman struggles to find a way to live her life after the death of her husband and child.,7.9,1993.0
Jûbê ninpûchô,"['Animation', 'Action', 'Adventure']",A vagabond swordsman is aided by a beautiful ninja girl and a crafty spy in confronting a demonic clan of killers - with a ghost from his past as their leader - who are bent on overthrowing the Tokugawa Shogunate.,7.9,1993.0
Carlito's Way,"['Crime', 'Drama', 'Thriller']","A Puerto Rican former convict, just released from prison, pledges to stay away from drugs and violence despite the pressure around him and lead on to a better life outside of N.Y.C.",7.9,1993.0
Edward Scissorhands,"['Drama', 'Fantasy', 'Romance']","An artificial man, who was incompletely constructed and has scissors for hands, leads a solitary life. Then one day, a suburban lady meets him and introduces him to her world.",7.9,1990.0
My Left Foot: The Story of Christy Brown,"['Biography', 'Drama']","Christy Brown, born with cerebral palsy, learns to paint and write with his only controllable limb - his left foot.",7.9,1989.0
Crimes and Misdemeanors,"['Comedy', 'Drama']",An ophthalmologist's mistress threatens to reveal their affair to his wife while a married documentary filmmaker is infatuated with another woman.,7.9,1989.0
The Untouchables,"['Crime', 'Drama', 'Thriller']","During the era of Prohibition in the United States, Federal Agent Eliot Ness sets out to stop ruthless Chicago gangster Al Capone and, because of rampant corruption, assembles a small, hand-picked team to help him.",7.9,1987.0
Hannah and Her Sisters,"['Comedy', 'Drama']","Between two Thanksgivings two years apart, Hannah's husband falls in love with her sister Lee, while her hypochondriac ex-husband rekindles his relationship with her sister Holly.",7.9,1986.0
Brazil,"['Drama', 'Sci-Fi']",A bureaucrat in a dystopic society becomes an enemy of the state as he pursues the woman of his dreams.,7.9,1985.0
This Is Spinal Tap,"['Comedy', 'Music']","Spinal Tap, one of England's loudest bands, is chronicled by film director Marty DiBergi on what proves to be a fateful tour.",7.9,1984.0
A Christmas Story,"['Comedy', 'Family']","In the 1940s, a young boy named Ralphie attempts to convince his parents, his teacher and Santa that a Red Ryder BB gun really is the perfect Christmas gift.",7.9,1983.0
The Blues Brothers,"['Action', 'Adventure', 'Comedy']","Jake Blues, just released from prison, puts together his old band to save the Catholic home where he and his brother Elwood were raised.",7.9,1980.0
Manhattan,"['Comedy', 'Drama', 'Romance']",The life of a divorced television writer dating a teenage girl is further complicated when he falls in love with his best friend's mistress.,7.9,1979.0
All That Jazz,"['Drama', 'Music', 'Musical']","Director/choreographer Bob Fosse tells his own life story as he details the sordid career of Joe Gideon, a womanizing, drug-using dancer.",7.9,1979.0
Dawn of the Dead,"['Action', 'Adventure', 'Horror']","Following an ever-growing epidemic of zombies that have risen from the dead, two Philadelphia S.W.A.T. team members, a traffic reporter, and his television executive girlfriend seek refuge in a secluded shopping mall.",7.9,1978.0
All the President's Men,"['Biography', 'Drama', 'History']","""The Washington Post"" reporters Bob Woodward and Carl Bernstein uncover the details of the Watergate scandal that leads to President Richard Nixon's resignation.",7.9,1976.0
La montaña sagrada,"['Adventure', 'Drama', 'Fantasy']","In a corrupt, greed-fueled world, a powerful alchemist leads a messianic character and seven materialistic figures to the Holy Mountain, where they hope to achieve enlightenment.",7.9,1973.0
Amarcord,"['Comedy', 'Drama', 'Family']",A series of comedic and nostalgic vignettes set in a 1930s Italian coastal town.,7.9,1973.0
Le charme discret de la bourgeoisie,['Comedy'],"A surreal, virtually plotless series of dreams centered around six middle-class people and their consistently interrupted attempts to have a meal together.",7.9,1972.0
"Aguirre, der Zorn Gottes","['Action', 'Adventure', 'Biography']","In the 16th century, the ruthless and insane Don Lope de Aguirre leads a Spanish expedition in search of El Dorado.",7.9,1972.0
Harold and Maude,"['Comedy', 'Drama', 'Romance']","Young, rich, and obsessed with death, Harold finds himself changed forever when he meets lively septuagenarian Maude at a funeral.",7.9,1971.0
Patton,"['Biography', 'Drama', 'War']",The World War II phase of the career of controversial American general George S. Patton.,7.9,1970.0
The Wild Bunch,"['Action', 'Adventure', 'Western']","An aging group of outlaws look for one last big score as the ""traditional"" American West is disappearing around them.",7.9,1969.0
Night of the Living Dead,"['Horror', 'Thriller']",A ragtag group of Pennsylvanians barricade themselves in an old farmhouse to remain safe from a horde of flesh-eating ghouls that are ravaging the East Coast of the United States.,7.9,1968.0
The Lion in Winter,"['Biography', 'Drama', 'History']","1183 A.D.: King Henry II's three sons all want to inherit the throne, but he won't commit to a choice. They and his wife variously plot to force him.",7.9,1968.0
In the Heat of the Night,"['Crime', 'Drama', 'Mystery']",A black police detective is asked to investigate a murder in a racially hostile southern town.,7.9,1967.0
Charade,"['Comedy', 'Mystery', 'Romance']",Romance and suspense ensue in Paris as a woman is pursued by several men who want a fortune her murdered husband had stolen. Whom can she trust?,7.9,1963.0
The Manchurian Candidate,"['Drama', 'Thriller']",A former prisoner of war is brainwashed as an unwitting assassin for an international Communist conspiracy.,7.9,1962.0
Spartacus,"['Adventure', 'Biography', 'Drama']",The slave Spartacus leads a violent revolt against the decadent Roman Republic.,7.9,1960.0
L'avventura,"['Drama', 'Mystery']","A woman disappears during a Mediterranean boating trip. During the search, her lover and her best friend become attracted to each other.",7.9,1960.0
Hiroshima mon amour,"['Drama', 'Romance']",A French actress filming an anti-war film in Hiroshima has an affair with a married Japanese architect as they share their differing perspectives on war.,7.9,1959.0
The Ten Commandments,"['Adventure', 'Drama']","Moses, an Egyptian Prince, learns of his true heritage as a Hebrew and his divine mission as the deliverer of his people.",7.9,1956.0
The Searchers,"['Adventure', 'Drama', 'Western']",An American Civil War veteran embarks on a journey to rescue his niece from the Comanches.,7.9,1956.0
East of Eden,['Drama'],"Two brothers struggle to maintain their strict, Bible-toting father's favor.",7.9,1955.0
High Noon,"['Drama', 'Thriller', 'Western']","A town Marshal, despite the disagreements of his newlywed bride and the townspeople around him, must face a gang of deadly killers alone at high noon when the gang leader, an outlaw he sent up years ago, arrives on the noon train.",7.9,1952.0
Strangers on a Train,"['Crime', 'Film-Noir', 'Thriller']",A psychopath forces a tennis star to comply with his theory that two strangers can get away with murder.,7.9,1951.0
Harvey,"['Comedy', 'Drama', 'Fantasy']","Due to his insistence that he has an invisible six foot-tall rabbit for a best friend, a whimsical middle-aged man is thought by his family to be insane - but he may be wiser than anyone knows.",7.9,1950.0
Miracle on 34th Street,"['Comedy', 'Drama', 'Family']","When a nice old man who claims to be Santa Claus is institutionalized as insane, a young lawyer decides to defend him by arguing in court that he is the real thing.",7.9,1947.0
Notorious,"['Drama', 'Film-Noir', 'Romance']",A woman is asked to spy on a group of Nazi friends in South America. How far will she have to go to ingratiate herself with them?,7.9,1946.0
The Big Sleep,"['Crime', 'Film-Noir', 'Mystery']","Private detective Philip Marlowe is hired by a wealthy family. Before the complex case is over, he's seen murder, blackmail, and what might be love.",7.9,1946.0
The Lost Weekend,"['Drama', 'Film-Noir']",The desperate life of a chronic alcoholic is followed through a four-day drinking bout.,7.9,1945.0
The Philadelphia Story,"['Comedy', 'Romance']","When a rich woman's ex-husband and a tabloid-type reporter turn up just before her planned remarriage, she begins to learn the truth about herself.",7.9,1940.0
His Girl Friday,"['Comedy', 'Drama', 'Romance']",A newspaper editor uses every trick in the book to keep his ace reporter ex-wife from remarrying.,7.9,1940.0
The Adventures of Robin Hood,"['Action', 'Adventure', 'Romance']","When Prince John and the Norman Lords begin oppressing the Saxon masses in King Richard's absence, a Saxon lord fights back as the outlaw leader of a rebel guerrilla army.",7.9,1938.0
A Night at the Opera,"['Comedy', 'Music', 'Musical']",A sly business manager and two wacky friends of two opera singers help them achieve success while humiliating their stuffy and snobbish enemies.,7.9,1935.0
King Kong,"['Adventure', 'Horror', 'Sci-Fi']",A film crew goes to a tropical island for an exotic location shoot and discovers a colossal ape who takes a shine to their female blonde star. He is then captured and brought back to New York City for public exhibition.,7.9,1933.0
Freaks,"['Drama', 'Horror']","A circus' beautiful trapeze artist agrees to marry the leader of side-show performers, but his deformed friends discover she is only marrying him for his inheritance.",7.9,1932.0
Nosferatu,"['Fantasy', 'Horror']",Vampire Count Orlok expresses interest in a new residence and real estate agent Hutter's wife.,7.9,1922.0
The Gentlemen,"['Action', 'Comedy', 'Crime']","An American expat tries to sell off his highly profitable marijuana empire in London, triggering plots, schemes, bribery and blackmail in an attempt to steal his domain out from under him.",7.8,2019.0
Raazi,"['Action', 'Drama', 'Thriller']",A Kashmiri woman agrees to marry a Pakistani army officer in order to spy on Pakistan during the Indo-Pakistan War of 1971.,7.8,2018.0
Sound of Metal,"['Drama', 'Music']",A heavy-metal drummer's life is thrown into freefall when he begins to lose his hearing.,7.8,2019.0
Forushande,['Drama'],"While both participating in a production of ""Death of a Salesman,"" a teacher's wife is assaulted in her new home, which leaves him determined to find the perpetrator over his wife's traumatized objections.",7.8,2016.0
Dunkirk,"['Action', 'Drama', 'History']","Allied soldiers from Belgium, the British Empire, and France are surrounded by the German Army and evacuated during a fierce battle in World War II.",7.8,2017.0
Perfetti sconosciuti,"['Comedy', 'Drama']","Seven long-time friends get together for a dinner. When they decide to share with each other the content of every text message, email and phone call they receive, many secrets start to unveil and the equilibrium trembles.",7.8,2016.0
Hidden Figures,"['Biography', 'Drama', 'History']",The story of a team of female African-American mathematicians who served a vital role in NASA during the early years of the U.S. space program.,7.8,2016.0
Paddington 2,"['Adventure', 'Comedy', 'Family']","Paddington (Ben Whishaw), now happily settled with the Brown family and a popular member of the local community, picks up a series of odd jobs to buy the perfect present for his Aunt Lucy's (Imelda Staunton's) 100th birthday, only for the gift to be stolen.",7.8,2017.0
Udta Punjab,"['Action', 'Crime', 'Drama']",A story that revolves around drug abuse in the affluent north Indian State of Punjab and how the youth there have succumbed to it en-masse resulting in a socio-economic decline.,7.8,2016.0
Kubo and the Two Strings,"['Animation', 'Action', 'Adventure']",A young boy named Kubo must locate a magical suit of armour worn by his late father in order to defeat a vengeful spirit from the past.,7.8,2016.0
M.S. Dhoni: The Untold Story,"['Biography', 'Drama', 'Sport']",The untold story of Mahendra Singh Dhoni's journey from ticket collector to trophy collector - the world-cup-winning captain of the Indian Cricket Team.,7.8,2016.0
Manchester by the Sea,['Drama'],A depressed uncle is asked to take care of his teenage nephew after the boy's father dies.,7.8,2016.0
Under sandet,"['Drama', 'History', 'War']","In post-World War II Denmark, a group of young German POWs are forced to clear a beach of thousands of land mines under the watch of a Danish Sergeant who slowly learns to appreciate their plight.",7.8,2015.0
Rogue One,"['Action', 'Adventure', 'Sci-Fi']",The daughter of an Imperial scientist joins the Rebel Alliance in a risky move to steal the plans for the Death Star.,7.8,2016.0
Captain America: Civil War,"['Action', 'Adventure', 'Sci-Fi']",Political involvement in the Avengers' affairs causes a rift between Captain America and Iron Man.,7.8,2016.0
The Hateful Eight,"['Crime', 'Drama', 'Mystery']","In the dead of a Wyoming winter, a bounty hunter and his prisoner find shelter in a cabin currently inhabited by a collection of nefarious characters.",7.8,2015.0
Little Women,"['Drama', 'Romance']","Jo March reflects back and forth on her life, telling the beloved story of the March sisters - four young women, each determined to live life on her own terms.",7.8,2019.0
Loving Vincent,"['Animation', 'Biography', 'Crime']","In a story depicted in oil painted animation, a young man comes to the last hometown of painter Vincent van Gogh (Robert Gulaczyk) to deliver the troubled artist's final letter and ends up investigating his final days there.",7.8,2017.0
Pride,"['Biography', 'Comedy', 'Drama']",U.K. gay activists work to help miners during their lengthy strike of the National Union of Mineworkers in the summer of 1984.,7.8,2014.0
Le passé,"['Drama', 'Mystery']","An Iranian man deserts his French wife and her two children to return to his homeland. Meanwhile, his wife starts up a new relationship, a reality her husband confronts upon his wife's request for a divorce.",7.8,2013.0
La grande bellezza,['Drama'],"Jep Gambardella has seduced his way through the lavish nightlife of Rome for decades, but after his 65th birthday and a shock from the past, Jep looks past the nightclubs and parties to find a timeless landscape of absurd, exquisite beauty.",7.8,2013.0
The Lunchbox,"['Drama', 'Romance']",A mistaken delivery in Mumbai's famously efficient lunchbox delivery system connects a young housewife to an older man in the dusk of his life as they build a fantasy world together through notes in the lunchbox.,7.8,2013.0
Vicky Donor,"['Comedy', 'Romance']","A man is brought in by an infertility doctor to supply him with his sperm, where he becomes the biggest sperm donor for his clinic.",7.8,2012.0
Big Hero 6,"['Animation', 'Action', 'Adventure']","A special bond develops between plus-sized inflatable robot Baymax and prodigy Hiro Hamada, who together team up with a group of friends to form a band of high-tech heroes.",7.8,2014.0
About Time,"['Comedy', 'Drama', 'Fantasy']","At the age of 21, Tim discovers he can travel in time and change what happens and has happened in his own life. His decision to make his world a better place by getting a girlfriend turns out not to be as easy as you might think.",7.8,2013.0
English Vinglish,"['Comedy', 'Drama', 'Family']","A quiet, sweet tempered housewife endures small slights from her well-educated husband and daughter every day because of her inability to speak and understand English.",7.8,2012.0
Kaze tachinu,"['Animation', 'Biography', 'Drama']","A look at the life of Jiro Horikoshi, the man who designed Japanese fighter planes during World War II.",7.8,2013.0
Toy Story 4,"['Animation', 'Adventure', 'Comedy']","When a new toy called ""Forky"" joins Woody and the gang, a road trip alongside old and new friends reveals how big the world can be for a toy.",7.8,2019.0
La migliore offerta,"['Crime', 'Drama', 'Mystery']",A lonely art expert working for a mysterious and reclusive heiress finds not only her art worth examining.,7.8,2013.0
Moonrise Kingdom,"['Comedy', 'Drama', 'Romance']","A pair of young lovers flee their New England town, which causes a local search party to fan out to find them.",7.8,2012.0
How to Train Your Dragon 2,"['Animation', 'Action', 'Adventure']","When Hiccup and Toothless discover an ice cave that is home to hundreds of new wild dragons and the mysterious Dragon Rider, the two friends find themselves at the center of a battle to protect the peace.",7.8,2014.0
The Big Short,"['Biography', 'Comedy', 'Drama']",In 2006-2007 a group of investors bet against the US mortgage market. In their research they discover how flawed and corrupt the market is.,7.8,2015.0
Kokuhaku,"['Drama', 'Thriller']",A psychological thriller of a grieving mother turned cold-blooded avenger with a twisty master plan to pay back those who were responsible for her daughter's death.,7.8,2010.0
Ang-ma-reul bo-at-da,"['Action', 'Crime', 'Drama']",A secret agent exacts revenge on a serial killer through a series of captures and releases.,7.8,2010.0
The Girl with the Dragon Tattoo,"['Crime', 'Drama', 'Mystery']","Journalist Mikael Blomkvist is aided in his search for a woman who has been missing for forty years by Lisbeth Salander, a young computer hacker.",7.8,2011.0
Captain Phillips,"['Adventure', 'Biography', 'Crime']","The true story of Captain Richard Phillips and the 2009 hijacking by Somali pirates of the U.S.-flagged MV Maersk Alabama, the first American cargo ship to be hijacked in two hundred years.",7.8,2013.0
Ajeossi,"['Action', 'Crime', 'Drama']",A quiet pawnshop keeper with a violent past takes on a drug-and-organ trafficking ring in hope of saving the child who is his only friend.,7.8,2010.0
Straight Outta Compton,"['Biography', 'Drama', 'History']","The rap group NWA emerges from the mean streets of Compton in Los Angeles, California, in the mid-1980s and revolutionizes Hip Hop culture with their music and tales about life in the hood.",7.8,2015.0
Madeo,"['Crime', 'Drama', 'Mystery']",A mother desperately searches for the killer who framed her son for a girl's horrific murder.,7.8,2009.0
Chugyeokja,"['Action', 'Crime', 'Thriller']",A disgraced ex-policeman who runs a small ring of prostitutes finds himself in a race against time when one of his women goes missing.,7.8,2008.0
The Hobbit: The Desolation of Smaug,"['Adventure', 'Fantasy']","The dwarves, along with Bilbo Baggins and Gandalf the Grey, continue their quest to reclaim Erebor, their homeland, from Smaug. Bilbo Baggins is in possession of a mysterious and magical ring.",7.8,2013.0
Das weiße Band - Eine deutsche Kindergeschichte,"['Drama', 'History', 'Mystery']","Strange events happen in a small village in the north of Germany during the years before World War I, which seem to be ritual punishment. Who is responsible?",7.8,2009.0
Män som hatar kvinnor,"['Crime', 'Drama', 'Mystery']",A journalist is aided by a young female hacker in his search for the killer of a woman who has been dead for forty years.,7.8,2009.0
The Trial of the Chicago 7,"['Drama', 'History', 'Thriller']","The story of 7 people on trial stemming from various charges surrounding the uprising at the 1968 Democratic National Convention in Chicago, Illinois.",7.8,2020.0
Druk,"['Comedy', 'Drama']","Four friends, all high school teachers, test a theory that they will improve their lives by maintaining a constant level of alcohol in their blood.",7.8,2020.0
The Fighter,"['Biography', 'Drama', 'Sport']","Based on the story of Micky Ward, a fledgling boxer who tries to escape the shadow of his more famous but troubled older boxing brother and get his own shot at greatness.",7.8,2010.0
Taken,"['Action', 'Thriller']","A retired CIA agent travels across Europe and relies on his old skills to save his estranged daughter, who has been kidnapped while on a trip to Paris.",7.8,2008.0
The Boy in the Striped Pyjamas,"['Drama', 'History', 'War']","Through the innocent eyes of Bruno, the eight-year-old son of the commandant at a German concentration camp, a forbidden friendship with a Jewish boy on the other side of the camp fence has startling and unexpected consequences.",7.8,2008.0
Once,"['Drama', 'Music', 'Romance']","A modern-day musical about a busker and an immigrant and their eventful week in Dublin, as they write, rehearse and record songs that tell their love story.",7.8,2007.0
The Hobbit: An Unexpected Journey,"['Adventure', 'Fantasy']","A reluctant Hobbit, Bilbo Baggins, sets out to the Lonely Mountain with a spirited group of dwarves to reclaim their mountain home, and the gold within it from the dragon Smaug.",7.8,2012.0
Auf der anderen Seite,['Drama'],A Turkish man travels to Istanbul to find the daughter of his father's former girlfriend.,7.8,2007.0
Atonement,"['Drama', 'Mystery', 'Romance']",Thirteen-year-old fledgling writer Briony Tallis irrevocably changes the course of several lives when she accuses her older sister's lover of a crime he did not commit.,7.8,2007.0
Drive,"['Crime', 'Drama']",A mysterious Hollywood stuntman and mechanic moonlights as a getaway driver and finds himself in trouble when he helps out his neighbor.,7.8,2011.0
American Gangster,"['Biography', 'Crime', 'Drama']","An outcast New York City cop is charged with bringing down Harlem drug lord Frank Lucas, whose real life inspired this partly biographical film.",7.8,2007.0
Avatar,"['Action', 'Adventure', 'Fantasy']",A paraplegic Marine dispatched to the moon Pandora on a unique mission becomes torn between following his orders and protecting the world he feels is his home.,7.8,2009.0
Mr. Nobody,"['Drama', 'Fantasy', 'Romance']","A boy stands on a station platform as a train is about to leave. Should he go with his mother or stay with his father? Infinite possibilities arise from this decision. As long as he doesn't choose, anything is possible.",7.8,2009.0
Apocalypto,"['Action', 'Adventure', 'Drama']","As the Mayan kingdom faces its decline, a young man is taken on a perilous journey to a world ruled by fear and oppression.",7.8,2006.0
Little Miss Sunshine,"['Comedy', 'Drama']",A family determined to get their young daughter into the finals of a beauty pageant take a cross-country trip in their VW bus.,7.8,2006.0
Hot Fuzz,"['Action', 'Comedy', 'Mystery']",A skilled London police officer is transferred to a small town with a dark secret.,7.8,2007.0
The Curious Case of Benjamin Button,"['Drama', 'Fantasy', 'Romance']","Tells the story of Benjamin Button, a man who starts aging backwards with consequences.",7.8,2008.0
Veer-Zaara,"['Drama', 'Family', 'Musical']","Veer-Zaara is a saga of love, separation, courage and sacrifice. A love story that is an inspiration and will remain a legend forever.",7.8,2004.0
Adams æbler,"['Comedy', 'Crime', 'Drama']",A neo-nazi sentenced to community service at a church clashes with the blindly devotional priest.,7.8,2005.0
Pride & Prejudice,"['Drama', 'Romance']","Sparks fly when spirited Elizabeth Bennet meets single, rich, and proud Mr. Darcy. But Mr. Darcy reluctantly finds himself falling in love with a woman beneath his class. Can each overcome their own pride and prejudice?",7.8,2005.0
The World's Fastest Indian,"['Biography', 'Drama', 'Sport']","The story of New Zealander Burt Munro, who spent years rebuilding a 1920 Indian motorcycle, which helped him set the land speed world record at Utah's Bonneville Salt Flats in 1967.",7.8,2005.0
Tôkyô goddofâzâzu,"['Animation', 'Adventure', 'Comedy']","On Christmas Eve, three homeless people living on the streets of Tokyo discover a newborn baby among the trash and set out to find its parents.",7.8,2003.0
Serenity,"['Action', 'Adventure', 'Sci-Fi']",The crew of the ship Serenity try to evade an assassin sent to recapture one of their members who is telepathic.,7.8,2005.0
Walk the Line,"['Biography', 'Drama', 'Music']","A chronicle of country music legend Johnny Cash's life, from his early days on an Arkansas cotton farm to his rise to fame with Sun Records in Memphis, where he recorded alongside Elvis Presley, Jerry Lee Lewis, and Carl Perkins.",7.8,2005.0
Ondskan,['Drama'],"A teenage boy expelled from school for fighting arrives at a boarding school where the systematic bullying of younger students is encouraged as a means to maintain discipline, and decides to fight back.",7.8,2003.0
The Notebook,"['Drama', 'Romance']","A poor yet passionate young man falls in love with a rich young woman, giving her a sense of freedom, but they are soon separated because of their social differences.",7.8,2004.0
Diarios de motocicleta,"['Adventure', 'Biography', 'Drama']",The dramatization of a motorcycle road trip Che Guevara went on in his youth that showed him his life's calling.,7.8,2004.0
Lilja 4-ever,"['Crime', 'Drama']","Sixteen-year-old Lilja and her only friend, the young boy Volodja, live in Russia, fantasizing about a better life. One day, Lilja falls in love with Andrej, who is going to Sweden, and invites Lilja to come along and start a new life.",7.8,2002.0
Les triplettes de Belleville,"['Animation', 'Comedy', 'Drama']","When her grandson is kidnapped during the Tour de France, Madame Souza and her beloved pooch Bruno team up with the Belleville Sisters--an aged song-and-dance team from the days of Fred Astaire--to rescue him.",7.8,2003.0
Gongdong gyeongbi guyeok JSA,"['Action', 'Drama', 'Thriller']","After a shooting incident at the North/South Korean border/DMZ leaves 2 North Korean soldiers dead, a neutral Swiss/Swedish team investigates, what actually happened.",7.8,2000.0
The Count of Monte Cristo,"['Action', 'Adventure', 'Drama']","A young man, falsely imprisoned by his jealous ""friend"", escapes and uses a hidden treasure to exact his revenge.",7.8,2002.0
Waking Life,"['Animation', 'Drama', 'Fantasy']",A man shuffles through a dream meeting various people and discussing the meanings and purposes of the universe.,7.8,2001.0
Remember the Titans,"['Biography', 'Drama', 'Sport']",The true story of a newly appointed African-American coach and his high school team on their first season as a racially integrated unit.,7.8,2000.0
Wo hu cang long,"['Action', 'Adventure', 'Fantasy']",A young Chinese warrior steals a sword from a famed swordsman and then escapes into a world of romantic adventure with a mysterious man in the frontier of the nation.,7.8,2000.0
Todo sobre mi madre,['Drama'],"Young Esteban wants to become a writer and also to discover the identity of his second mother, a trans woman, carefully concealed by his mother Manuela.",7.8,1999.0
Cast Away,"['Adventure', 'Drama', 'Romance']",A FedEx executive undergoes a physical and emotional transformation after crash landing on a deserted island.,7.8,2000.0
The Boondock Saints,"['Action', 'Crime', 'Thriller']",Two Irish Catholic brothers become vigilantes and wipe out Boston's criminal underworld in the name of God.,7.8,1999.0
The Insider,"['Biography', 'Drama', 'Thriller']",A research chemist comes under personal and professional attack when he decides to appear in a 60 Minutes exposé on Big Tobacco.,7.8,1999.0
October Sky,"['Biography', 'Drama', 'Family']","The true story of Homer Hickam, a coal miner's son who was inspired by the first Sputnik launch to take up rocketry against his father's wishes.",7.8,1999.0
Shrek,"['Animation', 'Adventure', 'Comedy']","A mean lord exiles fairytale creatures to the swamp of a grumpy ogre, who must go on a quest and rescue a princess for the lord in order to get his land back.",7.8,2001.0
Titanic,"['Drama', 'Romance']","A seventeen-year-old aristocrat falls in love with a kind but poor artist aboard the luxurious, ill-fated R.M.S. Titanic.",7.8,1997.0
Hana-bi,"['Crime', 'Drama', 'Romance']","Nishi leaves the police in the face of harrowing personal and professional difficulties. Spiraling into depression, he makes questionable decisions.",7.8,1997.0
Gattaca,"['Drama', 'Sci-Fi', 'Thriller']",A genetically inferior man assumes the identity of a superior one in order to pursue his lifelong dream of space travel.,7.8,1997.0
The Game,"['Action', 'Drama', 'Mystery']","After a wealthy banker is given an opportunity to participate in a mysterious game, his life is turned upside down when he becomes unable to distinguish between the game and reality.",7.8,1997.0
Breaking the Waves,['Drama'],"Oilman Jan is paralyzed in an accident. His wife, who prayed for his return, feels guilty; even more, when Jan urges her to have sex with another.",7.8,1996.0
Ed Wood,"['Biography', 'Comedy', 'Drama']","Ambitious but troubled movie director Edward D. Wood Jr. tries his best to fulfill his dreams, despite his lack of talent.",7.8,1994.0
What's Eating Gilbert Grape,['Drama'],A young man in a small Midwestern town struggles to care for his mentally-disabled younger brother and morbidly obese mother while attempting to pursue his own happiness.,7.8,1993.0
Tombstone,"['Action', 'Biography', 'Drama']","A successful lawman's plans to retire anonymously in Tombstone, Arizona are disrupted by the kind of outlaws he was famous for eliminating.",7.8,1993.0
The Sandlot,"['Comedy', 'Drama', 'Family']","In the summer of 1962, a new kid in town is taken under the wing of a young baseball prodigy and his rowdy team, resulting in many adventures.",7.8,1993.0
The Remains of the Day,"['Drama', 'Romance']",A butler who sacrificed body and soul to service in the years leading up to World War II realizes too late how misguided his loyalty was to his lordly employer.,7.8,1993.0
Naked,"['Comedy', 'Drama']","Parallel tales of two sexually obsessed men, one hurting and annoying women physically and mentally, one wandering around the city talking to strangers and experiencing dimensions of life.",7.8,1993.0
The Fugitive,"['Action', 'Crime', 'Drama']","Dr. Richard Kimble, unjustly accused of murdering his wife, must find the real killer while being the target of a nationwide manhunt led by a seasoned U.S. Marshal.",7.8,1993.0
A Bronx Tale,"['Crime', 'Drama', 'Romance']",A father becomes worried when a local gangster befriends his son in the Bronx in the 1960s.,7.8,1993.0
Batman: Mask of the Phantasm,"['Animation', 'Action', 'Crime']",Batman is wrongly implicated in a series of murders of mob bosses actually done by a new vigilante assassin.,7.8,1993.0
Lat sau san taam,"['Action', 'Crime', 'Thriller']",A tough-as-nails cop teams up with an undercover agent to shut down a sinister mobster and his crew.,7.8,1992.0
Night on Earth,"['Comedy', 'Drama']",An anthology of 5 different cab drivers in 5 American and European cities and their remarkable fares on the same eventful night.,7.8,1991.0
La double vie de Véronique,"['Drama', 'Fantasy', 'Music']","Two parallel stories about two identical women; one living in Poland, the other in France. They don't know each other, but their lives are nevertheless profoundly connected.",7.8,1991.0
Boyz n the Hood,"['Crime', 'Drama']","Follows the lives of three young males living in the Crenshaw ghetto of Los Angeles, dissecting questions of race, relationships, violence, and future prospects.",7.8,1991.0
Misery,"['Drama', 'Thriller']","After a famous author is rescued from a car crash by a fan of his novels, he comes to realize that the care he is receiving is only the beginning of a nightmare of captivity and abuse.",7.8,1990.0
Awakenings,"['Biography', 'Drama']","The victims of an encephalitis epidemic many years ago have been catatonic ever since, but now a new drug offers the prospect of reviving them.",7.8,1990.0
Majo no takkyûbin,"['Animation', 'Adventure', 'Drama']","A young witch, on her mandatory year of independent life, finds fitting into a new community difficult while she supports herself by running an air courier service.",7.8,1989.0
Glory,"['Biography', 'Drama', 'History']","Robert Gould Shaw leads the U.S. Civil War's first all-black volunteer company, fighting prejudices from both his own Union Army, and the Confederates.",7.8,1989.0
Dip huet seung hung,"['Action', 'Crime', 'Drama']",A disillusioned assassin accepts one last hit in hopes of using his earnings to restore vision to a singer he accidentally blinded.,7.8,1989.0
Back to the Future Part II,"['Adventure', 'Comedy', 'Sci-Fi']","After visiting 2015, Marty McFly must repeat his visit to 1955 to prevent disastrous changes to 1985...without interfering with his first trip.",7.8,1989.0
